REVIEWID,HOTELID,SERVICE,PRICE,ROOM,LOCATION,OVERALL
20,864,5,5,5,5,4
21,864,5,5,5,5,5
22,864,1,1,1,1,1
23,864,1,1,1,1,1
24,864,4,5,5,5,4
25,864,4,4,4,4,4
26,864,2,2,3,2,2
27,864,4,5,5,5,4
28,864,2,2,3,3,2
29,864,5,4,4,4,4
30,864,1,1,1,1,1
31,864,1,1,1,1,1
32,864,1,1,1,1,1
33,864,2,2,2,1,2
34,864,4,4,5,5,4
35,864,2,2,3,2,2
36,864,5,5,5,5,5
37,864,1,1,2,1,1
38,864,1,1,1,1,1
1,868,2,3,2,2,2
2,868,2,3,2,4,2
3,868,5,5,5,5,5
4,868,3,3,4,3,3
5,868,5,4,5,4,4
6,868,5,5,5,5,5
7,868,4,4,5,5,4
8,868,4,4,5,5,4
9,868,3,3,2,2,2
10,868,1,2,2,1,1
11,868,5,5,5,5,5
12,868,4,5,4,5,4
13,868,5,5,5,5,5
14,868,1,1,1,1,1
15,868,4,4,4,4,4
16,868,5,5,5,5,5
1,869,1,1,1,1,1
2,869,1,1,1,1,1
3,869,5,4,4,4,4
4,869,3,5,3,3,3
5,869,1,1,1,1,1
6,869,1,1,1,1,1
7,869,1,1,1,1,1
8,869,1,1,1,1,1
1,881,5,5,5,5,5
2,881,3,3,4,5,3
3,881,5,4,4,4,4
4,881,3,2,1,2,2
5,881,2,3,2,2,2
6,881,2,2,4,2,2
7,881,4,5,5,5,4
8,881,5,5,5,5,5
9,881,5,5,4,3,4
10,881,5,5,5,5,4
11,881,3,3,3,5,3
12,881,4,4,5,5,4
13,881,5,5,5,5,5
14,881,5,4,5,5,4
15,881,5,5,5,5,5
16,881,2,2,1,2,2
17,881,2,1,2,3,2
18,881,5,5,5,5,5
19,881,5,5,5,5,5
20,881,5,5,5,5,5
21,881,4,4,5,5,4
22,881,4,4,5,5,4
23,881,4,5,5,4,3
24,881,4,4,5,4,4
25,881,2,2,2,3,2
26,881,1,1,2,2,1
27,881,5,4,4,4,4
28,881,4,5,4,5,4
29,881,5,5,5,5,5
30,881,5,4,5,5,4
31,881,3,3,2,1,2
32,881,5,5,4,5,4
33,881,5,5,5,5,5
34,881,2,2,3,2,2
35,881,1,1,1,1,1
36,881,3,3,2,2,2
37,881,5,4,5,5,5
38,881,4,5,5,5,4
39,881,2,2,2,4,2
40,881,2,3,3,3,2
41,881,5,5,5,5,5
42,881,5,5,5,5,5
43,881,5,5,5,5,5
44,881,5,5,5,5,5
45,881,4,4,5,2,4
46,881,4,5,5,5,4
47,881,5,5,5,5,5
48,881,5,5,5,5,5
49,881,4,5,5,5,4
50,881,5,4,5,3,5
51,881,5,5,5,4,4
52,881,5,5,5,5,5
53,881,5,3,4,3,3
54,881,1,1,2,1,1
55,881,4,5,4,4,4
56,881,5,3,4,4,4
57,881,4,4,5,5,4
58,881,5,5,5,5,5
59,881,5,5,5,5,5
60,881,5,5,5,5,5
61,881,4,4,5,5,4
62,881,5,5,5,3,5
63,881,5,5,5,5,5
64,881,4,4,5,4,4
65,881,5,5,5,5,5
66,881,3,4,3,3,3
67,881,3,3,4,4,3
68,881,3,3,4,4,3
69,881,2,3,2,3,2
70,881,5,4,5,5,4
71,881,5,5,5,5,5
72,881,5,5,5,5,5
73,881,1,1,1,1,1
74,881,5,4,5,5,4
75,881,5,5,5,4,4
76,881,4,5,5,4,4
77,881,5,5,5,5,4
78,881,2,3,3,1,2
79,881,5,5,5,5,5
80,881,5,5,5,4,4
81,881,3,2,3,3,3
82,881,2,2,3,3,2
83,881,5,4,5,5,4
84,881,4,3,3,3,3
85,881,5,5,5,5,5
86,881,5,4,5,5,4
87,881,5,4,4,4,4
88,881,4,4,5,5,4
89,881,5,5,5,3,4
90,881,3,3,4,4,3
91,881,4,5,4,4,4
92,881,5,5,5,5,5
93,881,3,4,4,5,3
94,881,3,4,4,5,3
95,881,1,1,2,2,1
96,881,4,5,5,4,4
97,881,2,2,2,2,2
98,881,5,4,4,4,4
99,881,5,5,5,4,4
100,881,5,5,5,5,4
101,881,5,4,5,5,4
102,881,3,3,3,3,3
103,881,3,3,4,3,3
104,881,3,3,4,3,3
105,881,5,5,5,5,4
106,881,5,5,5,5,5
107,881,4,4,3,4,3
108,881,4,4,4,5,4
109,881,5,5,5,5,5
110,881,5,5,5,5,5
111,881,1,1,1,2,1
112,881,3,3,3,4,3
113,881,3,4,2,4,2
114,881,4,5,4,5,4
115,881,5,5,5,5,5
116,881,5,4,5,5,4
117,881,5,5,5,5,5
118,881,3,4,4,4,3
119,881,5,5,5,4,4
120,881,4,5,5,4,4
121,881,4,4,4,4,4
122,881,5,5,5,5,5
123,881,4,5,5,5,4
124,881,2,3,2,2,2
125,881,5,5,5,5,5
126,881,5,5,4,4,4
127,881,5,5,5,5,5
128,881,5,5,5,5,5
129,881,4,3,4,4,3
130,881,5,5,5,5,5
131,881,4,5,5,5,4
132,881,5,4,5,5,4
133,881,5,4,5,5,4
134,881,4,5,5,5,4
135,881,2,2,3,2,2
136,881,5,5,5,5,5
137,881,4,4,4,5,4
138,881,5,5,5,5,5
139,881,3,5,4,3,3
140,881,5,5,4,5,4
141,881,4,4,4,4,4
142,881,5,5,5,5,5
143,881,4,2,3,2,3
144,881,5,5,5,5,5
145,881,4,5,5,5,4
146,881,3,4,3,3,3
147,881,1,1,1,1,1
148,881,2,2,2,3,2
149,881,2,2,2,2,2
150,881,5,4,4,4,4
151,881,5,5,5,5,5
152,881,5,5,5,5,5
153,881,5,4,5,4,4
154,881,5,5,5,5,5
155,881,5,5,5,5,5
156,881,5,5,5,5,5
157,881,4,4,4,4,4
158,881,5,5,5,5,5
159,881,5,5,5,5,5
160,881,5,5,5,5,5
161,881,5,5,5,5,5
162,881,5,5,5,5,5
163,881,5,5,5,5,5
164,881,5,5,5,5,5
165,881,5,5,5,5,5
166,881,1,1,1,1,1
167,881,5,5,5,5,5
168,881,1,1,1,1,1
169,881,5,5,5,5,5
170,881,5,5,5,5,5
171,881,5,5,5,5,5
1,886,1,1,1,1,1
2,886,1,1,1,1,1
3,886,2,2,1,2,2
4,886,2,2,1,2,2
5,886,2,2,1,3,2
6,886,1,1,1,1,1
7,886,3,3,3,3,3
8,886,2,2,1,2,2
1,890,2,3,3,2,2
2,890,4,3,4,4,2
3,890,1,1,1,1,1
4,890,1,3,1,1,1
5,890,1,1,2,2,1
6,890,1,1,1,1,1
7,890,1,1,1,1,1
8,890,1,2,1,2,1
9,890,4,5,5,5,4
10,890,1,1,1,1,1
11,890,1,1,1,1,1
12,890,2,4,4,4,3
13,890,4,3,2,3,2
14,890,4,3,3,2,2
15,890,5,5,5,5,5
16,890,5,4,5,4,4
17,890,4,3,2,3,2
18,890,4,5,5,5,4
19,890,4,5,5,4,4
20,890,1,1,1,2,1
21,890,5,4,5,4,4
22,890,4,5,5,4,4
23,890,5,5,4,4,4
24,890,5,5,5,4,4
25,890,2,3,3,2,2
26,890,1,2,3,2,1
27,890,5,5,5,5,5
28,890,5,5,5,5,5
29,890,5,5,5,5,5
30,890,5,5,5,5,5
31,890,3,2,3,2,2
32,890,4,4,5,4,4
33,890,5,5,5,5,5
34,890,5,5,5,5,5
35,890,4,4,5,5,4
36,890,1,1,1,2,1
37,890,4,3,4,3,3
38,890,1,1,1,1,1
39,890,5,4,5,5,4
40,890,4,3,4,5,3
41,890,4,5,5,4,4
42,890,4,4,5,4,4
43,890,5,5,5,5,5
44,890,1,1,3,1,1
45,890,4,4,5,5,4
46,890,4,4,3,3,3
47,890,5,4,5,4,4
48,890,4,5,5,5,4
49,890,1,2,2,1,1
50,890,3,3,3,4,3
51,890,3,1,1,1,1
52,890,3,3,3,3,3
53,890,5,5,5,5,5
54,890,1,1,1,1,1
55,890,4,4,4,4,4
56,890,5,5,5,5,5
57,890,3,3,3,3,3
58,890,5,5,5,5,5
59,890,5,5,5,5,5
1,891,1,1,1,1,1
2,891,4,4,3,3,3
3,891,5,5,5,5,5
4,891,4,5,4,4,4
5,891,3,3,3,3,3
6,891,4,4,4,3,4
1,900,5,5,5,5,5
2,900,5,3,4,3,4
3,900,5,5,5,5,5
4,900,5,5,5,5,5
5,900,3,2,5,3,3
6,900,5,5,5,5,5
7,900,5,5,5,5,5
8,900,5,4,4,5,4
9,900,5,5,5,5,5
10,900,5,5,4,5,4
11,900,5,5,5,5,5
12,900,5,5,5,5,5
13,900,5,5,5,5,5
14,900,5,5,5,5,5
15,900,5,5,5,5,5
16,900,5,4,5,5,5
17,900,5,5,5,5,5
18,900,5,5,5,5,5
19,900,5,5,5,5,5
20,900,3,3,4,4,3
21,900,5,5,4,4,4
22,900,5,4,5,5,5
23,900,4,4,4,5,4
24,900,2,2,2,2,2
25,900,5,5,5,5,5
26,900,5,5,5,5,5
27,900,5,5,5,5,5
28,900,5,4,5,5,4
29,900,4,4,4,5,4
30,900,5,5,5,5,5
31,900,5,5,5,5,5
32,900,4,4,4,3,4
33,900,3,2,2,3,2
34,900,2,2,2,2,2
35,900,5,5,5,5,5
36,900,5,4,5,3,4
37,900,5,5,5,5,5
38,900,4,4,5,5,4
39,900,5,5,5,5,5
40,900,5,5,5,5,5
41,900,5,5,5,5,5
42,900,5,4,4,4,4
43,900,5,4,5,4,4
44,900,5,5,5,5,5
45,900,5,5,5,5,5
46,900,5,3,4,5,4
47,900,5,5,5,5,5
48,900,5,3,4,5,4
49,900,5,5,5,5,5
50,900,4,3,3,3,3
51,900,5,5,5,5,5
52,900,5,5,5,5,5
53,900,5,5,5,5,5
54,900,5,3,5,5,5
55,900,5,4,4,5,4
56,900,5,5,5,5,5
57,900,5,5,5,5,5
58,900,5,5,5,5,5
59,900,5,5,5,5,5
60,900,4,3,4,5,4
61,900,5,5,5,5,5
62,900,5,5,5,5,5
63,900,2,2,2,2,2
64,900,5,5,5,5,5
65,900,4,5,4,5,4
66,900,5,5,5,5,5
67,900,5,5,5,5,5
68,900,5,5,5,5,5
69,900,5,5,5,5,5
70,900,4,4,4,4,4
71,900,1,1,1,1,1
72,900,2,2,2,2,2
73,900,5,5,5,5,5
74,900,5,5,5,5,5
75,900,5,5,5,5,5
76,900,1,1,1,1,1
77,900,1,1,1,1,1
78,900,1,1,1,1,1
1,904,4,4,5,4,4
2,904,3,3,3,3,3
3,904,5,5,5,5,5
4,904,1,2,1,1,1
5,904,5,5,5,5,5
6,904,5,5,5,5,5
7,904,5,5,5,5,5
8,904,3,3,3,3,3
9,904,4,4,4,4,4
10,904,5,5,5,5,5
11,904,1,1,1,1,1
12,904,4,5,5,5,4
13,904,1,1,1,2,1
14,904,5,5,5,5,5
15,904,4,4,5,5,4
16,904,1,1,1,1,1
17,904,5,5,5,5,5
18,904,1,1,1,1,1
19,904,5,5,5,5,5
20,904,5,5,5,5,5
21,904,5,5,5,5,5
22,904,4,4,4,4,4
23,904,4,4,4,4,4
24,904,5,5,5,5,5
25,904,1,1,1,1,1
26,904,4,4,4,4,4
27,904,3,3,3,3,3
28,904,3,3,3,3,3
29,904,5,5,5,5,5
30,904,5,5,5,5,5
31,904,3,3,3,3,3
32,904,5,5,5,5,5
33,904,5,5,5,5,5
34,904,5,5,5,5,5
1,907,5,5,5,5,5
2,907,5,5,5,5,5
3,907,3,3,5,2,3
4,907,5,3,3,5,3
5,907,4,2,2,3,2
6,907,5,5,4,4,4
7,907,5,5,5,5,5
8,907,3,3,3,5,3
9,907,5,5,5,5,4
10,907,2,2,3,2,2
11,907,4,4,3,4,3
12,907,5,5,4,5,4
13,907,5,5,5,5,5
14,907,5,3,4,3,3
15,907,1,1,2,1,1
16,907,5,5,5,5,5
17,907,4,2,3,4,2
18,907,4,4,5,4,4
19,907,4,4,5,5,4
20,907,5,5,5,5,4
21,907,1,1,1,1,1
22,907,5,5,5,5,5
23,907,5,5,5,5,5
24,907,2,4,2,2,2
25,907,5,4,5,4,4
26,907,1,1,1,1,1
27,907,5,3,5,4,4
28,907,5,5,5,4,4
29,907,5,5,5,5,5
30,907,5,4,4,4,4
31,907,5,4,4,2,3
32,907,2,2,1,2,2
33,907,4,5,4,5,4
34,907,5,5,5,4,4
35,907,5,5,5,5,5
36,907,4,4,5,4,4
37,907,3,3,3,3,3
38,907,1,1,2,1,1
39,907,5,4,5,5,4
40,907,2,1,1,1,1
41,907,4,4,4,4,4
42,907,4,5,4,5,4
43,907,4,5,4,5,4
44,907,4,3,5,5,4
45,907,5,5,5,5,5
46,907,1,1,1,1,1
47,907,5,5,5,5,5
48,907,5,5,5,5,5
49,907,3,3,3,3,3
50,907,5,5,5,5,5
51,907,3,3,3,3,3
52,907,1,1,1,1,1
53,907,5,5,5,5,5
54,907,1,1,1,1,1
55,907,5,5,5,5,5
1,910,2,1,1,1,1
2,910,5,5,5,5,5
3,910,2,2,2,1,1
4,910,4,2,3,3,2
5,910,4,3,4,3,3
6,910,5,5,5,5,5
7,910,2,3,4,4,3
8,910,4,4,5,5,4
9,910,1,1,1,1,1
10,910,1,1,1,1,1
11,910,5,5,5,5,5
12,910,1,1,1,1,1
13,910,3,5,4,5,4
14,910,5,5,4,5,4
15,910,5,3,5,5,4
16,910,4,5,5,4,4
17,910,4,4,4,5,4
18,910,5,5,5,5,5
19,910,5,5,5,5,5
20,910,5,5,5,5,5
21,910,5,5,5,5,5
22,910,1,1,1,2,1
23,910,5,5,5,5,5
24,910,5,4,5,5,4
25,910,5,5,5,5,5
26,910,5,5,5,5,5
27,910,5,5,5,5,5
28,910,5,5,4,4,4
29,910,5,5,5,5,5
30,910,3,4,4,3,3
31,910,1,1,1,2,1
32,910,2,2,2,2,2
33,910,5,5,5,5,5
34,910,1,1,1,1,1
35,910,5,5,5,5,5
36,910,5,5,5,5,5
37,910,1,1,1,1,1
38,910,4,4,4,4,4
39,910,4,4,4,4,4
1,911,5,5,5,5,5
2,911,4,3,4,3,3
3,911,4,3,4,3,3
4,911,3,2,4,1,2
5,911,4,2,4,1,3
6,911,5,5,5,5,5
7,911,4,5,5,4,4
8,911,5,5,4,4,4
9,911,2,2,2,2,2
10,911,1,1,1,1,1
11,911,5,3,3,3,3
12,911,1,1,1,1,1
13,911,2,2,2,1,2
14,911,5,4,4,3,4
15,911,5,5,5,5,5
16,911,5,5,5,5,5
17,911,4,4,4,5,4
18,911,2,2,3,1,2
19,911,5,5,5,4,4
20,911,5,5,5,5,5
21,911,4,4,4,4,4
22,911,4,4,4,4,4
23,911,4,4,4,4,4
1,914,3,3,3,4,3
2,914,1,1,1,1,1
3,914,2,1,1,1,1
4,914,4,4,4,4,4
5,914,4,4,4,5,4
6,914,4,3,3,3,3
7,914,4,2,3,2,2
8,914,3,3,3,3,3
9,914,5,5,5,5,5
10,914,4,5,5,4,4
11,914,1,1,1,1,1
12,914,4,4,5,4,4
13,914,1,1,1,2,1
14,914,2,4,3,3,2
15,914,1,1,1,1,1
16,914,4,4,4,5,4
17,914,2,2,3,2,2
18,914,1,2,1,1,1
19,914,1,1,1,1,1
20,914,5,5,5,5,5
21,914,4,4,4,4,4
22,914,5,5,5,5,5
23,914,5,5,5,5,5
24,914,3,3,3,3,3
25,914,3,3,3,3,3
1,919,1,2,1,2,1
2,919,4,5,4,5,4
3,919,5,5,5,5,4
4,919,1,1,3,1,1
5,919,2,2,3,4,2
6,919,2,2,3,2,2
7,919,2,4,2,4,2
8,919,1,1,1,1,1
9,919,1,1,1,1,1
10,919,1,1,1,1,1
1,921,4,3,4,4,3
2,921,5,4,5,4,4
3,921,5,5,5,5,5
4,921,4,4,4,3,4
5,921,4,4,5,4,4
6,921,5,5,5,5,5
7,921,5,4,5,5,4
8,921,5,4,5,5,4
9,921,5,5,5,4,4
10,921,5,5,5,5,5
11,921,4,3,5,5,3
12,921,5,5,5,5,5
1,924,1,1,1,2,1
2,924,5,5,5,5,5
3,924,3,3,4,4,3
4,924,4,4,5,5,4
5,924,2,2,4,1,2
6,924,5,5,5,5,5
7,924,5,5,5,5,4
8,924,4,4,5,5,4
9,924,4,4,3,5,4
10,924,5,5,5,5,4
11,924,3,3,3,4,3
12,924,5,4,2,5,4
13,924,4,4,5,4,4
14,924,5,5,5,5,4
15,924,5,4,5,4,4
16,924,5,5,4,5,4
17,924,5,5,5,5,5
18,924,4,5,5,4,4
19,924,3,3,3,4,3
20,924,5,5,5,5,5
21,924,5,4,5,5,4
22,924,5,5,5,5,5
23,924,2,3,2,3,2
24,924,2,2,2,2,2
25,924,2,3,3,3,2
26,924,3,5,4,4,3
27,924,5,5,5,5,5
28,924,4,4,5,5,4
29,924,5,5,5,5,4
30,924,5,4,5,4,4
31,924,5,5,5,5,5
32,924,5,5,5,5,5
33,924,4,3,3,5,3
34,924,5,5,5,5,5
35,924,1,1,1,1,1
36,924,4,3,4,3,3
37,924,5,5,5,5,5
38,924,4,4,5,5,3
39,924,1,1,1,1,1
40,924,5,4,4,5,4
41,924,2,1,2,3,2
42,924,4,5,5,4,4
43,924,3,4,4,4,3
44,924,5,5,5,5,4
45,924,5,5,5,5,4
46,924,5,4,5,5,4
47,924,4,5,4,5,4
48,924,5,5,5,5,5
49,924,5,5,5,5,5
50,924,1,2,3,1,2
51,924,5,4,4,4,3
52,924,5,4,5,4,4
53,924,5,5,5,5,5
54,924,1,1,1,1,1
55,924,5,5,5,5,4
56,924,2,3,3,2,2
57,924,5,5,5,5,4
58,924,4,5,5,5,4
59,924,2,4,3,4,3
60,924,5,5,4,4,4
61,924,3,3,4,5,3
62,924,4,5,5,5,4
63,924,5,4,5,5,4
64,924,4,5,5,5,4
65,924,4,4,5,5,4
66,924,5,5,5,5,4
67,924,4,4,5,4,4
68,924,5,5,5,5,5
69,924,1,1,3,1,1
70,924,5,5,5,5,5
71,924,5,5,5,5,4
72,924,1,1,1,2,1
73,924,5,5,5,5,4
74,924,5,5,5,5,4
75,924,4,5,5,4,4
76,924,4,5,4,5,3
77,924,4,5,4,5,3
78,924,1,1,1,1,1
79,924,5,4,5,3,4
80,924,5,5,5,4,4
81,924,1,1,2,1,1
82,924,5,5,4,5,4
83,924,3,3,3,2,2
84,924,3,1,1,1,1
85,924,1,1,1,1,1
86,924,5,5,5,5,5
87,924,2,1,1,1,1
88,924,4,3,4,3,3
89,924,2,1,2,1,1
90,924,5,3,3,3,3
91,924,3,4,4,5,3
92,924,5,4,4,5,4
93,924,5,5,5,4,4
94,924,4,4,3,3,3
95,924,2,2,2,2,2
96,924,5,4,5,5,4
97,924,2,2,2,2,2
98,924,5,5,5,5,4
99,924,1,2,2,3,2
100,924,1,2,2,3,1
101,924,4,4,5,5,4
102,924,4,3,4,5,3
103,924,3,1,4,2,2
104,924,5,5,5,5,5
105,924,2,2,1,2,2
106,924,5,3,5,5,4
107,924,3,3,3,2,2
108,924,4,4,4,5,4
109,924,3,3,3,4,3
110,924,3,3,2,3,3
111,924,5,5,4,5,4
112,924,5,5,5,5,5
113,924,5,4,5,5,5
114,924,4,5,5,5,4
115,924,5,5,5,5,5
116,924,4,5,5,4,4
117,924,5,5,5,5,5
118,924,5,5,5,5,4
119,924,2,4,2,2,2
120,924,5,4,5,5,4
121,924,4,5,4,4,4
122,924,5,5,5,3,4
123,924,4,5,5,5,4
124,924,4,5,5,4,4
125,924,5,5,5,5,5
126,924,5,5,5,5,5
127,924,5,5,5,5,5
128,924,4,5,5,4,4
129,924,4,5,5,4,4
130,924,5,5,5,5,4
131,924,4,4,3,5,3
132,924,5,4,4,5,4
133,924,2,2,2,2,2
134,924,5,4,4,2,4
135,924,5,4,5,4,4
136,924,5,4,5,5,4
137,924,3,4,3,3,3
138,924,5,5,5,4,5
139,924,5,5,5,4,4
140,924,1,1,1,1,1
141,924,4,5,5,5,4
142,924,4,3,5,5,4
143,924,4,5,5,5,4
144,924,3,5,3,3,3
145,924,2,2,1,3,2
146,924,5,5,5,5,5
147,924,2,3,3,3,2
148,924,4,4,4,4,4
149,924,5,5,5,5,5
150,924,5,5,5,5,5
151,924,3,3,2,3,3
152,924,5,5,5,5,5
153,924,3,2,2,2,2
154,924,1,1,1,1,1
155,924,1,1,1,1,1
156,924,1,1,1,1,1
157,924,5,5,5,5,5
158,924,4,5,4,4,4
159,924,3,3,3,4,3
160,924,1,1,1,1,1
161,924,1,1,1,1,1
162,924,5,5,5,5,5
163,924,4,4,4,4,4
164,924,5,5,5,5,5
165,924,5,5,5,5,5
166,924,1,1,1,1,1
167,924,1,1,1,1,1
168,924,5,5,5,5,5
169,924,5,5,5,5,5
170,924,1,1,1,1,1
171,924,5,5,5,5,5
172,924,5,5,5,5,5
173,924,3,3,3,3,3
174,924,4,4,4,4,4
175,924,5,5,5,5,5
176,924,5,5,5,5,5
177,924,1,1,1,1,1
178,924,5,5,5,5,5
179,924,5,5,5,5,5
180,924,5,5,5,5,5
181,924,5,5,5,5,5
182,924,4,4,4,4,4
183,924,4,4,4,4,4
184,924,5,5,5,5,5
185,924,5,5,5,5,5
186,924,3,3,3,3,3
187,924,1,1,1,1,1
1,926,5,5,5,5,5
2,926,5,5,5,5,5
3,926,3,5,3,4,3
4,926,5,4,4,5,4
5,926,5,5,5,5,5
6,926,5,4,5,4,4
7,926,5,5,5,5,4
8,926,5,3,5,5,4
9,926,3,3,2,4,2
10,926,1,1,1,1,1
11,926,5,5,5,5,5
12,926,5,5,5,5,5
13,926,5,5,5,5,5
14,926,5,5,5,5,5
15,926,3,3,3,3,3
16,926,5,5,5,5,5
1,927,5,5,5,5,5
2,927,5,5,5,5,5
3,927,5,5,5,5,5
4,927,3,2,3,3,2
5,927,3,5,3,4,3
6,927,5,5,5,5,5
7,927,5,4,5,4,4
8,927,5,5,5,5,5
9,927,1,1,1,1,1
10,927,5,5,5,5,5
11,927,5,5,5,5,5
12,927,5,5,5,5,5
13,927,5,5,5,5,4
14,927,5,4,5,4,4
15,927,5,5,5,5,4
16,927,4,5,5,4,4
17,927,5,5,5,5,5
18,927,2,2,3,2,2
19,927,5,5,5,5,5
20,927,5,5,5,5,5
21,927,5,5,5,5,5
22,927,3,3,4,4,3
23,927,3,3,5,5,3
24,927,1,2,2,3,2
25,927,5,5,5,5,5
26,927,4,5,5,5,4
27,927,4,4,5,5,4
28,927,4,5,5,4,4
29,927,5,5,5,5,4
30,927,4,4,5,5,4
31,927,4,5,4,5,4
32,927,4,5,5,5,4
33,927,5,5,5,5,4
34,927,5,5,5,5,5
35,927,4,5,5,4,5
36,927,5,5,5,5,4
37,927,5,5,3,5,4
38,927,3,4,3,3,3
39,927,5,5,5,5,5
40,927,1,1,1,2,1
41,927,2,2,4,2,2
42,927,4,4,5,5,4
43,927,1,3,4,3,2
44,927,4,5,5,5,4
45,927,4,5,5,5,4
46,927,3,3,3,2,3
47,927,4,5,5,5,4
48,927,5,5,5,4,5
49,927,4,5,5,5,4
50,927,5,4,5,5,4
51,927,4,5,5,4,4
52,927,5,5,3,3,3
53,927,4,5,5,5,4
54,927,5,4,4,5,4
55,927,4,5,5,4,4
56,927,2,3,3,2,2
57,927,1,2,1,1,1
58,927,4,5,5,4,4
59,927,5,5,5,5,5
60,927,5,5,4,3,3
61,927,5,5,5,4,4
62,927,5,5,5,5,5
63,927,5,5,5,5,5
64,927,5,5,5,5,5
65,927,5,5,5,5,5
66,927,5,4,4,3,4
67,927,3,5,5,5,4
68,927,2,1,2,2,1
69,927,4,5,4,5,4
70,927,5,5,5,3,4
71,927,5,5,5,5,5
72,927,5,5,5,5,5
73,927,1,1,2,1,1
74,927,2,2,2,1,2
75,927,4,4,5,4,4
76,927,4,4,4,4,4
77,927,1,2,1,1,1
78,927,3,3,4,3,3
79,927,1,1,1,2,1
80,927,2,2,2,2,1
81,927,4,5,5,4,4
82,927,2,3,3,3,2
83,927,5,4,5,5,4
84,927,1,1,3,1,1
85,927,4,4,5,2,4
86,927,5,5,5,5,5
87,927,4,1,3,4,2
88,927,5,5,5,5,4
89,927,1,1,2,1,1
90,927,5,5,5,5,5
91,927,1,1,1,1,1
92,927,5,5,5,5,5
93,927,1,2,1,2,1
94,927,4,4,5,4,4
95,927,4,4,4,5,4
96,927,1,1,3,2,2
97,927,5,5,5,4,4
98,927,1,2,2,2,1
99,927,4,4,3,4,3
100,927,1,1,2,1,1
101,927,3,2,1,4,2
102,927,5,4,5,4,4
103,927,1,1,1,1,1
104,927,1,2,2,1,1
105,927,1,1,1,1,1
106,927,2,3,3,3,3
107,927,1,1,1,1,1
108,927,3,3,4,3,3
109,927,5,4,5,4,4
110,927,4,4,3,3,3
111,927,1,1,2,2,2
112,927,1,1,1,1,1
113,927,4,3,4,3,3
114,927,1,1,1,1,1
115,927,1,1,1,1,1
116,927,3,3,4,3,3
117,927,5,5,5,5,5
118,927,1,1,1,1,1
119,927,1,1,1,1,1
120,927,5,5,5,5,5
121,927,1,1,1,1,1
122,927,1,1,1,1,1
123,927,4,4,4,4,4
124,927,5,5,5,5,5
125,927,1,1,1,1,1
126,927,1,1,1,1,1
127,927,5,5,5,5,5
128,927,5,5,5,5,5
129,927,5,5,5,5,5
130,927,1,1,1,1,1
131,927,5,5,5,5,5
132,927,3,3,3,3,3
133,927,5,5,5,5,5
134,927,1,1,1,1,1
135,927,2,2,2,2,2
136,927,5,5,5,5,5
137,927,3,3,3,3,3
138,927,5,5,5,5,5
139,927,4,4,4,4,4
140,927,5,5,5,5,5
141,927,1,1,1,1,1
142,927,5,5,5,5,5
143,927,5,5,5,5,5
144,927,5,5,5,5,5
145,927,5,5,5,5,5
146,927,5,5,5,5,5
147,927,4,4,4,4,4
148,927,3,3,3,3,3
149,927,1,1,1,1,1
150,927,5,5,5,5,5
151,927,3,3,3,3,3
152,927,5,5,5,5,5
153,927,5,5,5,5,5
154,927,1,1,1,1,1
155,927,5,5,5,5,5
156,927,5,5,5,5,5
157,927,5,5,5,5,5
158,927,5,5,5,5,5
159,927,1,1,1,1,1
160,927,4,4,4,4,4
161,927,5,5,5,5,5
162,927,5,5,5,5,5
163,927,1,1,1,1,1
164,927,1,1,1,1,1
165,927,1,1,1,1,1
166,927,5,5,5,5,5
167,927,1,1,1,1,1
1,930,5,5,5,5,5
2,930,5,4,5,4,4
3,930,5,4,5,4,5
4,930,5,5,5,5,5
5,930,2,3,2,2,2
6,930,5,5,5,5,4
7,930,4,3,4,3,3
8,930,2,1,2,1,1
9,930,2,2,4,3,2
10,930,2,3,2,2,2
11,930,5,5,5,5,5
12,930,4,4,4,5,4
13,930,5,5,4,5,4
14,930,4,4,5,5,4
15,930,3,5,3,2,3
16,930,5,5,5,5,4
17,930,3,1,1,2,1
18,930,5,4,4,4,4
19,930,5,4,4,4,4
20,930,5,5,5,5,5
21,930,5,5,5,5,5
22,930,5,5,5,5,5
23,930,5,5,5,5,5
24,930,2,2,2,2,2
25,930,5,4,3,4,4
26,930,4,4,4,3,4
27,930,3,5,4,4,3
28,930,5,5,5,4,4
29,930,4,1,3,2,3
30,930,5,4,4,4,4
31,930,5,5,5,5,5
32,930,3,3,4,4,3
33,930,5,5,5,5,5
34,930,5,4,4,5,4
35,930,5,2,4,4,4
36,930,2,3,2,2,2
37,930,5,4,4,5,4
38,930,4,5,4,5,4
39,930,5,5,5,5,5
40,930,3,3,4,5,3
41,930,4,4,5,3,4
42,930,5,4,5,5,5
43,930,3,3,5,4,3
44,930,5,5,5,5,5
45,930,5,5,5,5,5
46,930,2,2,2,3,2
47,930,4,3,5,4,4
48,930,3,3,4,1,3
49,930,4,5,4,4,4
50,930,5,3,5,5,4
51,930,2,2,2,2,2
52,930,4,3,5,5,4
53,930,3,3,4,4,3
54,930,5,4,4,5,4
55,930,5,4,4,5,4
56,930,4,5,4,4,4
57,930,3,3,4,3,3
58,930,2,1,3,2,2
59,930,4,3,3,3,3
60,930,1,1,2,1,1
61,930,5,4,5,5,4
62,930,5,5,5,5,5
63,930,5,5,5,5,4
64,930,5,5,5,5,5
